time,value
2025-04-07T04:47:27.054224181Z,-6.385335922241211
2025-04-07T04:47:27.924103353Z,-1.0223240852355957
2025-04-07T04:47:29.633900269Z,0.09576806426048279
2025-04-07T04:47:30.559164257Z,2.0877439975738525
2025-04-07T04:47:31.598568768Z,-2.9089550971984863
2025-04-07T04:47:32.569156334Z,-1.5538369417190552
2025-04-07T04:47:33.67908195Z,0.42616790533065796
2025-04-07T04:47:34.539110959Z,-0.49559974670410156
2025-04-07T04:47:35.599134496Z,-0.3711012601852417
2025-04-07T04:47:36.564149628Z,-8.358158111572266
2025-04-07T04:47:37.59936956Z,0.304063618183136
2025-04-07T04:47:38.639191601Z,-0.8667010068893433
2025-04-07T04:47:39.59943041Z,3.8953661918640137
2025-04-07T04:47:40.559367727Z,3.8953661918640137
2025-04-07T04:47:41.609292263Z,-1.0319008827209473
2025-04-07T04:47:42.644031205Z,-3.2154128551483154
2025-04-07T04:47:43.613564868Z,-2.3343467712402344
2025-04-07T04:47:44.559559759Z,-2.3343467712402344
2025-04-07T04:47:45.609324333Z,-2.449268341064453
2025-04-07T04:47:46.589203041Z,-0.5841852426528931
2025-04-07T04:47:47.598975874Z,0.42856210470199585
2025-04-07T04:47:48.648804047Z,0.48602294921875
2025-04-07T04:47:49.60405687Z,0.45250412821769714
2025-04-07T04:47:50.70412374Z,0.3998316824436188
2025-04-07T04:47:51.61426738Z,0.3902548849582672
2025-04-07T04:47:52.718927274Z,0.7781155705451965
2025-04-07T04:47:53.599037056Z,-1.1659762859344482
2025-04-07T04:47:54.63924447Z,-4.876988887786865
2025-04-07T04:47:55.608933974Z,-3.0406360626220703
2025-04-07T04:47:56.639253002Z,-6.258443355560303
2025-04-07T04:47:57.614238967Z,0.6392518281936646
2025-04-07T04:47:58.69891498Z,-7.496245384216309
2025-04-07T04:47:59.601026346Z,-12.035652160644531
2025-04-07T04:48:00.643688264Z,-0.8092401623725891
2025-04-07T04:48:01.679337745Z,4.019864559173584
2025-04-07T04:48:02.639093227Z,1.1228805780410767
2025-04-07T04:48:03.639240853Z,0.6775590777397156
2025-04-07T04:48:04.648814084Z,2.3032219409942627
2025-04-07T04:48:05.603614076Z,2.4372973442077637
2025-04-07T04:48:06.638607309Z,2.2361843585968018
2025-04-07T04:48:07.608656514Z,0.5554547905921936
2025-04-07T04:48:08.6339707Z,3.246537446975708
2025-04-07T04:48:09.624400375Z,0.6751648783683777
2025-04-07T04:48:10.604394696Z,1.1659762859344482
2025-04-07T04:48:11.609298574Z,0.8355764150619507
2025-04-07T04:48:12.654135557Z,1.2976573705673218
2025-04-07T04:48:13.599217959Z,2.959233283996582
2025-04-07T04:48:14.644060435Z,-0.09576806426048279
2025-04-07T04:48:15.604487907Z,6.205770969390869
2025-04-07T04:48:16.64431718Z,-0.569819986820221
2025-04-07T04:48:17.613617533Z,-4.774038314819336
2025-04-07T04:48:18.639401343Z,-2.10210919380188
2025-04-07T04:48:19.609449014Z,-0.7206547260284424
2025-04-07T04:48:20.724334257Z,0.20350714027881622
2025-04-07T04:48:21.763821695Z,0.6057330369949341
2025-04-07T04:48:22.724133645Z,-1.2090718746185303
2025-04-07T04:48:23.778989723Z,-1.2425906658172607
2025-04-07T04:48:24.654134376Z,-0.730231523513794
2025-04-07T04:48:25.608730955Z,-0.44771572947502136
2025-04-07T04:48:26.728826607Z,-0.7637503147125244
2025-04-07T04:48:27.624100254Z,-0.5291185975074768
2025-04-07T04:48:28.739052783Z,-0.7134721279144287
2025-04-07T04:48:29.639681094Z,-1.1420341730117798
2025-04-07T04:48:30.733869813Z,-0.038307227194309235
2025-04-07T04:48:31.604941266Z,9.260771751403809
2025-04-07T04:48:32.639673731Z,12.69405746459961
2025-04-07T04:48:33.758707462Z,9.138668060302734
2025-04-07T04:48:34.719422288Z,9.102754592895508
2025-04-07T04:48:35.599407659Z,9.253589630126953
2025-04-07T04:48:36.729535681Z,9.186552047729492
2025-04-07T04:48:37.629017571Z,9.318233489990234
2025-04-07T04:48:38.728847826Z,9.411606788635254
2025-04-07T04:48:39.604538246Z,9.2033109664917
2025-04-07T04:48:40.664396762Z,9.29189682006836
2025-04-07T04:48:41.605016849Z,9.35893440246582
2025-04-07T04:48:42.639329124Z,9.272743225097656
2025-04-07T04:48:43.614416265Z,9.361329078674316
2025-04-07T04:48:44.620541572Z,9.21288776397705
2025-04-07T04:48:45.599597729Z,9.368511199951172
2025-04-07T04:48:46.639037361Z,9.263166427612305
2025-04-07T04:48:47.598654514Z,9.263166427612305
2025-04-07T04:48:48.654148737Z,9.41639518737793
2025-04-07T04:48:49.694494712Z,9.394847869873047
2025-04-07T04:48:50.669090857Z,10.017339706420898
2025-04-07T04:48:51.759169305Z,-2.121262788772583
2025-04-07T04:48:52.729710994Z,-3.6559460163116455
2025-04-07T04:48:53.759369895Z,-3.514688014984131
2025-04-07T04:48:54.649374796Z,-4.288015365600586
2025-04-07T04:48:55.600107598Z,1.0127472877502441
2025-04-07T04:48:56.658996086Z,-0.6129156351089478
2025-04-07T04:48:57.599527712Z,-0.21547815203666687
2025-04-07T04:48:58.718722362Z,-1.525106430053711
2025-04-07T04:48:59.684771959Z,-6.138733386993408
2025-04-07T04:49:00.723675299Z,-5.959167957305908
2025-04-07T04:49:01.764636857Z,-9.35893440246582
2025-04-07T04:49:02.72383912Z,-30.976181030273438
2025-04-07T04:49:03.609198879Z,-4.944026470184326
2025-04-07T04:49:04.634161334Z,-3.0334534645080566
2025-04-07T04:49:05.599363944Z,-4.218583583831787
2025-04-07T04:49:06.718536784Z,-3.464409828186035
2025-04-07T04:49:07.68909298Z,-8.219294548034668
2025-04-07T04:49:08.658903459Z,-7.3693528175354
2025-04-07T04:49:09.745730789Z,-7.043741226196289
2025-04-07T04:49:10.72437551Z,-6.892906665802002
2025-04-07T04:49:11.694189043Z,-7.029376029968262
2025-04-07T04:49:12.638994207Z,-7.015010833740234
2025-04-07T04:49:13.763598969Z,-7.015010833740234
2025-04-07T04:49:14.72014535Z,-7.122750282287598
2025-04-07T04:49:15.684125531Z,-7.469909191131592
2025-04-07T04:49:16.639044589Z,-7.3693528175354
2025-04-07T04:49:17.763609383Z,5.91128396987915
2025-04-07T04:49:18.719166983Z,-5.602431774139404
2025-04-07T04:49:19.679445399Z,-6.387730121612549
2025-04-07T04:49:20.724170516Z,-6.399701118469238
2025-04-07T04:49:21.603953206Z,-6.023811340332031
2025-04-07T04:49:22.644454352Z,-6.1052141189575195
2025-04-07T04:49:23.763951944Z,-6.277596950531006
2025-04-07T04:49:24.644553413Z,-3.9264907836914062
2025-04-07T04:49:25.599807001Z,-5.1331682205200195
2025-04-07T04:49:26.639221794Z,-4.438849925994873
2025-04-07T04:49:27.674432148Z,-5.327098846435547
2025-04-07T04:49:28.624390816Z,-5.580883979797363
2025-04-07T04:49:29.764742934Z,-5.116408824920654
2025-04-07T04:49:30.71911178Z,-5.231330871582031
2025-04-07T04:49:31.75873215Z,-5.9735331535339355
2025-04-07T04:49:32.648602196Z,-2.6862943172454834
2025-04-07T04:49:33.604715689Z,1.821987509727478
2025-04-07T04:49:34.6493571Z,5.453991413116455
2025-04-07T04:49:35.685319194Z,5.614402770996094
2025-04-07T04:49:36.624373543Z,5.0900726318359375
2025-04-07T04:49:37.759465481Z,4.757278919219971
2025-04-07T04:49:38.798781278Z,4.599261283874512
2025-04-07T04:49:39.684301453Z,4.570530891418457
2025-04-07T04:49:40.659194445Z,4.479551315307617
2025-04-07T04:49:41.68483187Z,4.656722068786621
2025-04-07T04:49:42.648763836Z,4.932055473327637
