_id,_rev,x,y,z
7864751d752e715b4959f9bb41077c46,1-9f6aa643e152092aec2418c16c1e41db,-13.49,-30.7,-27.34
7864751d752e715b4959f9bb41078837,1-69fa6c6794e54371d75d4fdb1d3b9010,-57.56,-15.69,11.78
7864751d752e715b4959f9bb41079650,1-e174370a611cd5e65c61363830ea1e37,-22.52,-4.39,3.17
7864751d752e715b4959f9bb41079e28,1-059d6f03864f48c0f7fb0623fc5f956f,-19.9,-3.97,2.69
7864751d752e715b4959f9bb4107ad7b,1-2636b0383e3a0e7799d9f8ffd2cb344f,-17.27,-3.48,2.26
7864751d752e715b4959f9bb4107b068,1-99d3c4e163f2a88c2d71c1757044570a,-13.79,-2.87,1.77
7864751d752e715b4959f9bb4107c049,1-4e2ab4abc1479b84799f0a814ec6e7c9,-4.21,-1.46,0.67
7864751d752e715b4959f9bb4107ca80,1-b431077d2c6d2c85f55f05e89d683568,-1.16,-1.28,0.06
7864751d752e715b4959f9bb4107ccfd,1-1c81bf01336c2f35f6d891f5ea818d6a,-0.06,-0.92,0.12
7864751d752e715b4959f9bb4107d13c,1-e8feb5644b83d2781c839987dadb0845,0.18,-0.79,0.18
7864751d752e715b4959f9bb4107de0e,1-e4af35eeab1028f1b08e862b15c5ec19,0.18,-0.73,0.18
7864751d752e715b4959f9bb4107e9cb,1-fc972a310de5284b444f02c888f7c87d,0.0,-0.73,0.18
7864751d752e715b4959f9bb4107f65b,1-4f54f9981dd0889203b899e664d2acd6,0.0,-0.61,0.18
7864751d752e715b4959f9bb410803d0,1-569e6c320150bdc768808427af88516b,0.06,-0.55,0.18
7864751d752e715b4959f9bb410807b2,1-9a4c0ce3d519fa382ffdf928d8a79250,0.12,-0.55,0.18
7864751d752e715b4959f9bb41080a95,1-6bc93a98c1f8fb61d121304e7ae110b1,0.12,-0.49,0.12
7864751d752e715b4959f9bb41081a5f,1-9d59a60f604af1bb9fc69c472a550330,0.18,-0.49,0.12
7864751d752e715b4959f9bb410828e7,1-9d59a60f604af1bb9fc69c472a550330,0.18,-0.49,0.12
7864751d752e715b4959f9bb41082cc7,1-55d4bf20152a2ac654e5a674023f5794,0.24,-0.43,0.12
7864751d752e715b4959f9bb41082e7b,1-4ae622d23068559c380564c0551040ee,0.31,-0.37,0.12
7864751d752e715b4959f9bb4108332e,1-4ae622d23068559c380564c0551040ee,0.31,-0.37,0.12
7864751d752e715b4959f9bb41083ce3,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410842b2,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410848be,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb41084db1,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108516d,1-4ae622d23068559c380564c0551040ee,0.31,-0.37,0.12
7864751d752e715b4959f9bb410856fb,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb41085898,1-679fedea0c331dad15740326ea4d9495,0.37,-0.43,0.06
7864751d752e715b4959f9bb410863a8,1-4ae622d23068559c380564c0551040ee,0.31,-0.37,0.12
7864751d752e715b4959f9bb41086a03,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108745a,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb41087e75,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb41088a56,1-679fedea0c331dad15740326ea4d9495,0.37,-0.43,0.06
7864751d752e715b4959f9bb41088d70,1-01e1a6e64d4962c6f6602288564da19f,0.37,-0.43,0.12
7864751d752e715b4959f9bb410893bd,1-679fedea0c331dad15740326ea4d9495,0.37,-0.43,0.06
7864751d752e715b4959f9bb410894a4,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4108a110,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108a145,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108a3f7,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108a4df,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108a8d9,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108abed,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4108ac5c,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108b636,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108b7db,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4108bfe8,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108cced,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4108cd17,1-d1deb8d5f08297e665bc1b378ab2d693,0.43,-0.43,0.06
7864751d752e715b4959f9bb4108d34e,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108dc0a,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108e4b2,1-d1deb8d5f08297e665bc1b378ab2d693,0.43,-0.43,0.06
7864751d752e715b4959f9bb4108ef11,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb4108fb1f,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410907a5,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41090f71,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41091700,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4109202d,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb41092f35,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41093859,1-d418945de17b97f665e27094c871b746,0.43,-0.43,0.12
7864751d752e715b4959f9bb41093fb5,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410941ef,1-d1deb8d5f08297e665bc1b378ab2d693,0.43,-0.43,0.06
7864751d752e715b4959f9bb41094e01,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41094e9f,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb41095c5d,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb41095f44,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41096eee,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4109790e,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41097fd2,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410987bc,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb41098857,1-01e1a6e64d4962c6f6602288564da19f,0.37,-0.43,0.12
7864751d752e715b4959f9bb410991c4,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb41099c72,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4109aa22,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4109b5e8,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4109b6b2,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4109bb94,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4109c151,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4109ca99,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4109cee4,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4109cf5e,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4109d0f6,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4109d688,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4109d7dd,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb4109dd61,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4109e4b8,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4109ee10,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb4109f38a,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4109f60e,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb4109fed4,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410a0c08,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410a106d,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410a175f,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410a1f05,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410a28bf,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb410a3055,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb410a3f0f,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410a48d5,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410a4d4c,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410a5393,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410a62ed,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410a6d92,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb410a714b,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410a7fd0,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410a8208,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410a8ca8,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410a9bc3,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410aa453,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410ab0bc,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410ab448,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410abfb7,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb410acd0a,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410ad6ba,1-db241dc3dea75280843888dd41281441,0.43,-0.37,0.0
7864751d752e715b4959f9bb410ae187,1-db241dc3dea75280843888dd41281441,0.43,-0.37,0.0
7864751d752e715b4959f9bb410ae620,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410aed4c,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410af36c,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410b00e6,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410b0763,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410b1592,1-510944dda6d746624cd2cefb35a9c41a,0.43,-0.31,0.06
7864751d752e715b4959f9bb410b256f,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410b3540,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410b3953,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb410b3bb1,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410b4151,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb410b4472,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410b4649,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410b50c6,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410b5931,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410b5bbf,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410b5cfa,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410b6060,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410b6b22,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb410b7a92,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410b7f10,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410b8863,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410b95b9,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb410b9a14,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410ba59f,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410baa1f,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410bac54,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410bb777,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410bc615,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410bd49e,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410bdd33,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410be96e,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410bf925,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410c07c0,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410c13aa,1-3c7fd7317815aec94aab9e9ec826b5fb,0.43,-0.37,0.06
7864751d752e715b4959f9bb410c1a32,1-e6a84ede7d031f7c9bc0bac8d88b6468,-0.06,-0.37,-0.06
7864751d752e715b4959f9bb410c1ea4,1-5fcb4c9785e80d53ed74d1431acd8c9f,0.61,-0.49,0.12
7864751d752e715b4959f9bb410c2704,1-01f914352a710f7dd3d1fa38745b7ec5,0.49,-0.37,0.12
7864751d752e715b4959f9bb410c2e2b,1-18e3e6080327397ba9781d4adb021bc9,0.31,-0.24,0.0
7864751d752e715b4959f9bb410c3617,1-2ed4d10b0debb86870ac45b679df3420,0.43,-0.43,0.18
7864751d752e715b4959f9bb410c3890,1-be9947a46236338b03af195ea36329e1,-0.18,-0.31,0.18
7864751d752e715b4959f9bb410c41f0,1-fdd08fbe4f9dfae44d17d13c5699d2b1,0.0,-0.49,0.37
7864751d752e715b4959f9bb410c5011,1-51ae42a53552c06f03116ab2dbafd789,-0.98,-0.31,-0.12
7864751d752e715b4959f9bb410c5652,1-63eabbb5609d46094a5e65118e672024,-0.37,-1.28,-0.18
7864751d752e715b4959f9bb410c5a65,1-5d4872374b85459b3325569e42a546d6,1.16,-0.49,0.55
7864751d752e715b4959f9bb410c6290,1-5fddf3e7d003dbd1618d4acf3b4a1846,1.53,-0.12,0.67
7864751d752e715b4959f9bb410c67a5,1-9a8290f0aadd627378ce1ef5561a1030,0.61,-0.31,0.12
7864751d752e715b4959f9bb410c6fc0,1-480dd2e6104685f809c7ad37aa2f0b9c,1.77,-0.79,0.12
7864751d752e715b4959f9bb410c7442,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb410c8314,1-e794fe299a6c2aeb2e13042ca00e0c52,0.49,-0.37,0.06
7864751d752e715b4959f9bb410c8695,1-a96792662bb5f2df852db40095ee5d9a,0.0,-0.55,-0.12
7864751d752e715b4959f9bb410c8e1c,1-b1fb827f98ee391930eee164d62a5204,0.18,-0.43,-0.06
7864751d752e715b4959f9bb410c9b92,1-871190643a534a815fee412b5401fb44,0.06,-0.31,0.06
7864751d752e715b4959f9bb410ca934,1-900eff640a85b38084c950fb9413c914,0.06,-0.24,0.0
7864751d752e715b4959f9bb410cb898,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410cb8c5,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410cc5ea,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410cd524,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410cd872,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410cdd8d,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410ce366,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410ced36,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb410cfc91,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d021b,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d0cb7,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d1930,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d282d,1-01e1a6e64d4962c6f6602288564da19f,0.37,-0.43,0.12
7864751d752e715b4959f9bb410d2c6e,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d2e87,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d32ca,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d39e9,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d4897,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d55eb,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410d5a69,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d5ecc,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d6e03,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d7b88,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d8af0,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410d8ce4,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d956d,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410d9e81,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410da632,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410dadca,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410db00d,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410dbc3f,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410dc34b,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410dc3f1,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410dd037,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410dd4c3,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410dda14,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410de3c1,1-4ae622d23068559c380564c0551040ee,0.31,-0.37,0.12
7864751d752e715b4959f9bb410de9da,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410df61b,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410dfc65,1-537c82286b81a53f07dac69268741126,43.27,55.11,102.36
7864751d752e715b4959f9bb410e0c13,1-85070ba2cced8697ff1ee484d96a46db,-78.92,-4.64,-44.01
7864751d752e715b4959f9bb410e10cd,1-2f594ad37b3e5def2bbfd87026234f7d,-121.28,34.3,275.63
7864751d752e715b4959f9bb410e155c,1-f6000082d9c9e4f2ca5d27bce4cb98d2,200.26,-133.24,121.83
7864751d752e715b4959f9bb410e19b7,1-7a103f380e7a1039323af0b110673bcd,-60.24,-24.23,92.71
7864751d752e715b4959f9bb410e2332,1-03e199641e6423c8061b7444b725d3b7,32.17,86.98,-84.78
7864751d752e715b4959f9bb410e2616,1-dbfbec34897282d1c7dae7290e20c854,72.69,78.37,-107.54
7864751d752e715b4959f9bb410e2dd5,1-d12df5c61083c079b27fc4ff81de7ce4,31.01,45.78,-35.16
7864751d752e715b4959f9bb410e32ac,1-231f80ac7c2bb8c7de0749b68f731536,25.21,-3.3,113.89
7864751d752e715b4959f9bb410e356e,1-f7ad22dbb3115627cc245df908cfcc56,-71.59,-57.86,-19.04
7864751d752e715b4959f9bb410e3e72,1-eab6fcf5e332cf71d2e656d2634fd910,-69.27,11.84,-4.52
7864751d752e715b4959f9bb410e4d4d,1-f833075f7d14d45b75c7b0f9a05250c5,1.95,-1.4,-10.07
7864751d752e715b4959f9bb410e586b,1-5d363be1ebb2ad637691975aebb49d6d,1.46,-0.85,-7.32
7864751d752e715b4959f9bb410e681c,1-6aeb07ed566545abc527e905d810e51e,0.85,0.49,-3.91
7864751d752e715b4959f9bb410e6d0d,1-a59b01338735c63d5b61d09affa8d85d,0.43,0.24,-2.2
7864751d752e715b4959f9bb410e7b2d,1-fef86f766d3d2eef7e77cf3177b490f8,0.37,0.24,-1.53
7864751d752e715b4959f9bb410e7ead,1-00c50aa30d82a0eb3bf860b95f216bfa,-0.79,-3.48,-7.02
7864751d752e715b4959f9bb410e8d22,1-67ad7e8c61d12265df7a95b583e44171,-14.22,2.08,47.06
7864751d752e715b4959f9bb410e95ba,1-0440d4dffad618f3796f2133d9a3777b,1.34,0.67,-0.55
7864751d752e715b4959f9bb410ea4e1,1-f29ce130f9c99cbb2e7abd09715c70fa,0.49,-0.06,-0.12
7864751d752e715b4959f9bb410ea7eb,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410eabf6,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410eb7c1,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410ec1c1,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410ecbcf,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410ed869,1-cbae05a4b5429e7ce5a0acc34a73672f,0.37,-0.37,0.06
7864751d752e715b4959f9bb410ee812,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410ef5e7,1-f555648205553987a19987b53cfdf73d,0.37,-0.37,0.18
7864751d752e715b4959f9bb410efcd9,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f0af6,1-1fdcbb91714c796d10b5736498cdbdd2,0.43,-0.37,0.12
7864751d752e715b4959f9bb410f10a8,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f1b89,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f1bc8,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f21ae,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f29be,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f2b4e,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f3000,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
7864751d752e715b4959f9bb410f354e,1-4c4b377d2ba2090ea78974b16c95339e,0.37,-0.37,0.12
