timestamp,x,y,z
1741020712.721334,0.79,-0.18,0.18
1741020713.0495918,0.43,-0.43,0.18
1741020713.3776138,-0.73,-1.59,0.06
1741020713.7080472,-0.31,-0.73,0.06
1741020714.0379462,0.37,-0.43,0.18
1741020714.37306,0.31,-0.37,0.12
1741020714.70656,0.43,-0.37,0.18
1741020715.042234,0.43,-0.37,0.18
1741020715.3834128,0.18,-0.31,0.12
1741020715.7516599,0.55,-0.18,0.12
1741020716.1612484,0.31,-0.43,0.12
1741020716.570139,0.37,-0.37,0.18
1741020716.9798138,0.37,-0.43,0.12
1741020717.322356,0.43,-0.37,0.12
1741020717.69674,0.43,-0.37,0.12
1741020718.1071305,0.55,-0.37,0.18
1741020718.517143,0.43,-0.37,0.18
1741020718.927055,0.37,-0.43,0.18
1741020719.2730827,0.43,-0.43,0.18
1741020719.64964,0.37,-0.43,0.12
1741020719.9768617,0.43,-0.37,0.12
1741020720.4643004,0.37,-0.43,0.18
1741020720.850563,0.43,-0.37,0.18
1741020721.2836585,0.43,-0.37,0.12
1741020721.6925588,0.43,-0.37,0.18
1741020722.023793,0.43,-0.31,0.18
1741020722.3666282,0.31,-0.43,0.12
1741020722.6983752,0.31,-0.43,0.12
1741020723.0358047,3.36,1.04,0.73
1741020723.4330702,0.12,-0.49,0.12
1741020723.7653596,0.43,-0.37,0.12
1741020724.2584937,0.31,-0.43,0.18
1741020724.5921926,0.0,0.67,0.06
1741020724.9716187,0.49,-0.73,0.24
1741020725.304309,0.12,-0.37,0.06
1741020725.6853929,0.31,-0.43,0.12
1741020726.0949547,-0.43,-1.22,0.12
1741020726.4285269,0.67,-0.12,0.18
1741020726.8136375,0.24,-0.55,0.18
1741020727.2241905,0.43,-0.37,0.12
1741020727.557018,0.49,-0.37,0.12
1741020727.9395254,1.28,0.49,0.31
1741020728.3544846,0.24,-0.49,0.12
1741020728.7593575,0.43,-0.37,0.18
1741020729.1679265,0.55,-0.31,0.18
1741020729.576732,0.55,-0.37,0.12
1741020729.897215,0.43,-0.37,0.18
1741020730.396278,0.43,-0.37,0.18
1741020730.72682,0.31,-0.43,0.12
1741020731.1147609,0.43,-0.31,0.12
1741020731.5223918,0.24,-0.43,0.12
1741020731.933251,0.49,-0.37,0.12
1741020732.3421898,0.61,-0.37,0.18
1741020732.7499907,0.49,-0.43,0.12
1741020733.0861428,0.49,-0.37,0.12
1741020733.4669816,0.43,-0.37,0.12
1741020733.8773904,0.31,-0.43,0.18
1741020734.2892344,0.24,-0.43,0.12
1741020734.694445,0.37,-0.49,0.18
1741020735.1065924,0.43,-0.49,0.18
1741020735.434182,0.43,-0.43,0.18
1741020735.925512,0.43,-0.37,0.18
1741020736.3359802,0.43,-0.37,0.18
1741020736.7441332,0.43,-0.43,0.18
1741020737.1569118,0.43,-0.37,0.12
1741020737.5223994,0.43,-0.43,0.12
1741020737.8482053,0.31,-0.43,0.18
1741020738.2813678,0.49,-0.37,0.12
1741020738.689889,0.49,-0.37,0.18
1741020739.10086,0.37,-0.37,0.12
1741020739.4405842,0.37,-0.43,0.12
1741020741.0462425,0.49,-0.37,0.18
1741020741.455182,0.43,-0.43,0.12
1741020741.8309386,0.49,-0.43,0.18
1741020742.319683,0.43,-0.43,0.18
1741020742.652522,0.43,-0.37,0.18
1741020743.0136828,0.43,-0.37,0.12
1741020743.3513865,0.37,-0.37,0.18
1741020743.6900535,0.43,-0.37,0.12
1741020744.1349742,0.43,-0.37,0.12
1741020744.4802647,0.43,-0.37,0.12
1741020744.8124118,0.43,-0.37,0.18
1741020745.1401157,0.43,-0.37,0.12
1741020745.4812655,0.24,-0.43,0.12
1741020745.8263266,0.31,-0.43,0.12
1741020746.1628816,0.43,-0.31,0.18
1741020746.5001004,0.43,-0.37,0.18
1741020746.8260672,0.43,-0.43,0.12
1741020747.160776,0.43,-0.37,0.12
1741020747.5008307,0.37,-0.43,0.12
1741020747.8303304,0.49,-0.37,0.18
1741020748.1599743,2.14,1.22,0.31
1741020748.4924142,0.0,-0.43,0.06
1741020748.8318937,0.37,-0.37,0.12
1741020749.1615667,0.61,-0.37,0.12
1741020749.495399,0.43,-0.37,0.18
1741020749.85183,0.43,-0.43,0.18
1741020750.2231882,0.55,-0.55,0.12
1741020750.568463,-0.37,-0.85,0.0
1741020750.9784107,0.31,-0.37,0.18
1741020751.3940992,0.24,-0.43,0.12
1741020751.797392,0.49,-0.31,0.12
1741020752.2087727,0.49,-0.43,0.18
1741020752.5459352,0.61,-0.43,0.18
1741020752.9241729,0.55,-0.37,0.18
1741020753.3332877,0.43,-0.37,0.18
1741020753.7423627,0.37,-0.37,0.18
1741020754.1527922,0.49,-0.37,0.18
1741020754.5631387,0.43,-0.37,0.18
1741020754.9750016,0.43,-0.37,0.12
1741020755.385306,0.37,-0.37,0.18
1741020755.790088,0.43,-0.43,0.12
1741020756.2003152,0.43,-0.37,0.18
1741020756.6100268,0.49,-0.37,0.18
1741020756.9786136,0.43,-0.37,0.12
1741020757.3261855,0.43,-0.43,0.18
1741020757.7371383,0.43,-0.37,0.12
1741020758.0731335,0.37,-0.43,0.18
1741020758.454466,0.43,-0.37,0.18
1741020758.8026736,0.37,-0.37,0.18
1741020759.1704516,0.43,-0.37,0.18
1741020759.5908,0.43,-0.43,0.12
1741020759.990824,0.43,-0.37,0.12
1741020760.3665957,0.43,-0.37,0.12
1741020760.8233707,0.43,-0.37,0.18
1741020761.1615834,0.43,-0.43,0.12
1741020761.5201156,0.43,-0.37,0.18
1741020761.877242,0.37,-0.43,0.12
1741020762.2069836,0.43,-0.43,0.18
1741020762.5395968,0.43,-0.37,0.18
1741020762.8678708,0.49,-0.37,0.18
1741020763.2076802,0.43,-0.37,0.12
1741020763.5392466,0.43,-0.37,0.12
1741020763.871452,0.31,-0.43,0.12
1741020764.2032785,0.37,-0.37,0.12
1741020764.5321233,1.28,-0.43,0.43
1741020764.8627214,0.79,-0.55,0.24
1741020765.2080178,0.43,-0.43,0.12
1741020765.5386431,0.43,-0.37,0.18
1741020765.8852053,0.37,-0.43,0.12
1741020766.2364266,0.43,-0.37,0.12
1741020766.5682497,0.49,-0.37,0.12
1741020766.9215014,0.43,-0.37,0.12
1741020767.259638,0.37,-0.37,0.18
1741020767.5998793,0.37,-0.37,0.18
1741020767.9243193,0.43,-0.37,0.18
1741020768.2508118,0.49,-0.37,0.18
1741020768.5786507,0.43,-0.37,0.18
1741020768.9151435,0.43,-0.43,0.12
1741020769.2454891,0.43,-0.37,0.18
1741020769.5688007,0.37,-0.37,0.18
1741020769.923224,0.43,-0.37,0.18
1741020770.275536,0.43,-0.37,0.18
1741020770.6330178,0.43,-0.43,0.12
1741020771.0494556,0.43,-0.37,0.18
1741020771.4591923,0.43,-0.37,0.18
1741020771.8685794,0.49,-0.37,0.18
1741020772.278487,0.43,-0.37,0.18
1741020772.6880732,0.43,-0.37,0.12
1741020773.0981643,0.43,-0.43,0.12
1741020773.5074751,0.43,-0.37,0.18
1741020773.918044,0.43,-0.37,0.12
1741020774.327573,0.43,-0.37,0.18
1741020774.657568,0.43,-0.37,0.18
1741020775.0429413,0.43,-0.37,0.12
1741020775.4537091,0.43,-0.37,0.12
1741020775.8242416,0.43,-0.37,0.12
1741020776.1689162,0.43,-0.37,0.18
1741020776.4981706,0.43,-0.37,0.18
1741020776.8376787,0.43,-0.37,0.18
1741020777.1664064,0.43,-0.43,0.12
1741020777.4982593,0.43,-0.37,0.18
1741020777.8371112,0.43,-0.37,0.18
1741020778.167102,0.43,-0.43,0.12
1741020778.5038893,0.43,-0.37,0.18
1741020778.8459551,0.43,-0.37,0.18
1741020779.177846,0.43,-0.37,0.12
1741020779.4977582,0.43,-0.37,0.18
1741020779.8421097,0.43,-0.37,0.12
1741020780.1722634,0.43,-0.37,0.12
1741020780.5180414,0.37,-0.37,0.18
1741020780.8714333,0.43,-0.37,0.18
1741020781.269685,0.43,-0.37,0.18
1741020781.6048565,0.43,-0.37,0.12
1741020781.942681,0.18,-0.43,0.12
1741020783.0287516,0.24,-0.37,0.12
1741020783.3704019,0.61,-0.31,0.18
1741020783.7463398,-1.1,-1.65,0.06
1741020784.0782568,1.95,-0.18,0.79
1741020784.407171,0.85,0.37,-0.06
1741020784.739139,0.37,-0.43,0.12
1741020785.0871818,0.43,-0.43,0.24
1741020785.6744769,-1.77,-1.22,-0.31
1741020786.0082932,1.16,0.18,0.18
1741020786.3359544,0.43,-0.37,0.18
1741020786.668446,0.37,-0.43,0.18
1741020787.0075274,0.43,-0.43,0.18
1741020787.3429453,0.43,-0.37,0.12
1741020787.671984,0.43,-0.37,0.12
1741020788.04933,-0.49,-0.67,0.0
1741020788.4593165,0.49,-0.24,0.12
1741020788.8007295,1.22,0.49,0.06
1741020789.133162,0.0,-0.61,0.12
1741020789.4825933,0.49,-0.31,0.12
1741020789.8937466,0.31,-0.37,0.18
1741020790.3022876,0.43,-0.37,0.12
1741020790.7114294,0.43,-0.43,0.18
1741020791.1205807,0.43,-0.37,0.18
1741020791.5293326,0.49,-0.37,0.18
1741020791.8564737,0.43,-0.37,0.12
1741020792.2483706,0.43,-0.37,0.12
1741020792.656654,0.43,-0.43,0.18
1741020793.0662074,0.49,-0.37,0.18
1741020793.4754574,0.43,-0.37,0.12
1741020793.8869026,0.43,-0.37,0.18
1741020794.2959657,0.43,-0.37,0.12
1741020794.7048094,0.43,-0.43,0.18
1741020795.1144922,0.37,-0.43,0.12
1741020795.5246878,0.43,-0.37,0.18
1741020795.931796,0.43,-0.37,0.18
1741020796.2925184,0.43,-0.43,0.18
1741020796.6194935,0.43,-0.37,0.12
1741020796.9578736,0.37,-0.37,0.12
1741020797.3677642,0.43,-0.37,0.18
1741020797.7792845,0.43,-0.37,0.18
1741020798.1887727,0.49,-0.37,0.12
1741020798.5977046,0.43,-0.37,0.12
1741020799.0056577,0.43,-0.37,0.18
1741020799.4143932,0.43,-0.37,0.18
1741020799.8274684,0.43,-0.37,0.12
1741020800.245486,0.37,-0.37,0.12
1741020800.5735452,0.43,-0.37,0.18
1741020800.9518018,0.43,-0.37,0.18
1741020801.3620949,0.43,-0.37,0.12
1741020801.7211485,2.2,-0.31,0.55
1741020802.1820347,0.31,-0.61,0.12
1741020802.5505433,0.61,-0.49,0.24
1741020802.8797493,-0.06,-0.49,0.06
1741020803.3063457,0.18,-0.43,0.12
1741020803.7183018,0.49,-0.37,0.12
1741020804.1266928,0.43,-0.37,0.12
1741020804.534885,0.98,0.18,0.24
1741020804.8647096,0.61,-0.31,0.18
1741020805.2549622,0.37,-0.49,0.18
1741020805.6626074,15.14,1.28,0.18
1741020806.3778017,0.79,0.18,0.18
1741020806.7886639,0.49,-0.67,0.24
1741020807.1976056,0.61,-0.31,0.18
1741020807.52334,0.49,-0.31,0.12
1741020807.914221,0.49,-0.31,0.12
1741020808.324199,0.43,-0.31,0.12
1741020808.7334738,0.43,-0.37,0.12
1741020809.145213,0.37,-0.37,0.18
1741020809.5546143,0.49,-0.37,0.12
1741020809.963293,0.43,-0.43,0.18
1741020810.3719752,0.49,-0.37,0.18
1741020810.7836971,0.61,-0.31,0.18
1741020811.121198,0.55,-0.37,0.18
1741020811.4995153,0.85,-0.49,0.18
1741020811.9072123,0.43,-0.49,0.18
1741020812.2424047,0.55,-0.37,0.18
1741020812.5970109,0.49,-0.37,0.18
1741020813.0334656,0.43,-0.37,0.18
1741020813.444334,0.43,-0.43,0.18
1741020813.855167,0.43,-0.37,0.18
1741020814.263165,1.16,-0.37,0.37
1741020814.6738043,0.73,-0.43,0.24
1741020815.0850654,0.49,-0.43,0.12
1741020815.4119918,0.43,-0.37,0.12
1741020815.780887,3.11,0.79,0.31
1741020816.2118487,1.65,0.24,0.31
1741020816.6182387,0.43,-0.43,0.18
1741020817.0281322,-0.06,-0.49,0.06
1741020817.4392717,0.49,-0.18,0.06
1741020817.8512907,0.55,-0.24,0.12
1741020818.2139797,8.24,4.58,1.16
1741020818.5429156,-0.79,-0.92,0.0
1741020818.87434,-0.06,-0.43,0.06
1741020819.204305,-0.06,-0.55,0.06
1741020819.5419674,-0.12,-0.98,0.12
1741020819.872069,0.73,-0.24,0.18
1741020820.1965218,0.31,-0.37,0.12
1741020820.5660412,0.37,-0.24,0.18
1741020820.8974674,0.73,-0.24,0.24
1741020821.2264879,0.67,-0.24,0.18
1741020821.5567715,0.55,-0.49,0.12
1741020821.8935976,0.24,-0.43,0.12
1741020822.2292333,0.18,-0.49,0.12
1741020822.5594678,0.79,-0.24,0.24
1741020822.8911295,0.61,-0.12,0.18
1741020823.269372,0.12,-0.49,0.12
1741020823.5996487,0.37,-0.43,0.12
1741020824.137296,0.49,-0.43,0.18
1741020824.531882,0.24,-0.37,0.12
1741020824.8560815,0.37,-0.43,0.12
1741020825.193268,-0.12,-0.55,0.06
1741020825.5217714,0.37,-0.37,0.12
1741020825.848482,1.1,-0.06,0.24
1741020826.1783352,0.31,-0.55,0.18
1741020826.5094156,0.61,-0.24,0.18
1741020826.8410413,0.24,-0.24,0.06
1741020827.1690686,0.24,-0.49,0.12
1741020827.497591,0.61,-0.31,0.18
1741020827.8223495,0.18,-0.49,0.12
1741020828.1902347,0.18,-0.43,0.12
1741020828.6006382,-0.12,-0.49,0.06
1741020829.0100064,0.37,-0.43,0.12
1741020829.4192894,0.37,-0.49,0.18
1741020829.8290148,0.67,-0.37,0.12
1741020830.197721,0.49,-0.37,0.18
1741020830.6478763,1.16,-0.18,0.31
1741020831.0588233,1.16,-0.24,0.31
1741020831.4681427,0.55,-0.24,0.18
1741020831.8764386,0.67,-0.24,0.18
1741020832.2133143,0.37,-0.31,0.12
1741020832.550849,0.31,-0.43,0.12
1741020832.903349,0.31,-0.49,0.12
1741020833.3134067,0.12,-0.49,0.18
1741020833.7319489,0.49,-0.37,0.18
1741020834.2332995,0.61,-0.31,0.18
1741020834.6415126,-0.06,-0.61,0.06
1741020835.0526047,1.04,-0.12,0.24
1741020835.773351,0.49,-0.49,0.18
1741020836.1807325,1.1,-0.18,0.31
1741020836.689594,0.79,-0.06,0.18
1741020837.0165155,0.49,-0.31,0.18
1741020837.3598747,0.43,-0.31,0.18
1741020837.7189317,0.24,-0.43,0.12
1741020838.1234097,0.18,-0.55,0.12
1741020838.5357835,0.18,-0.61,0.12
1741020838.9450252,0.24,-0.31,0.12
1741020839.3528652,0.31,-0.37,0.12
1741020839.7695575,0.31,-0.43,0.06
1741020840.2743928,-0.24,-0.49,0.06
1741020840.6864874,0.12,-0.67,0.12
1741020841.0129373,1.04,-0.12,0.31
1741020841.3654342,0.61,-0.37,0.18
1741020841.8106308,0.49,-0.24,0.18
1741020842.2243843,0.37,-0.43,0.18
1741020842.6289387,0.73,-0.37,0.24
1741020843.0123007,0.12,-0.49,0.12
1741020843.3446894,0.43,-0.43,0.18
1741020843.6746802,1.1,0.12,0.24
1741020844.1659694,0.24,-0.55,0.12
1741020844.5809863,0.49,-0.43,0.18
1741020844.9844475,0.79,-0.37,0.31
1741020845.3948848,0.43,-0.49,0.18
1741020845.8035595,0.43,-0.43,0.12
1741020846.219151,-0.06,-0.61,0.12
1741020846.624029,0.24,-0.37,0.06
1741020847.031741,0.49,-0.43,0.18
1741020847.4423158,-0.24,-0.67,0.0
1741020847.7691462,0.12,-0.55,0.12
1741020848.1171577,0.55,-0.31,0.18
1741020848.465847,0.55,-0.43,0.18
1741020848.8771937,0.37,-0.43,0.12
1741020849.2856638,0.43,-0.37,0.12
1741020849.6980972,0.55,-0.49,0.24
1741020850.1047761,0.12,-0.49,0.18
1741020850.5155811,0.55,-0.43,0.18
1741020850.9232795,0.92,-0.43,0.31
1741020851.333418,0.49,-0.49,0.18
1741020851.7446547,0.98,-0.18,0.31
1741020852.104399,0.37,-0.49,0.18
1741020852.4598904,0.49,-0.31,0.18
1741020852.7893806,0.24,-0.49,0.12
1741020853.1787324,0.55,-0.37,0.18
1741020853.5874634,0.37,-0.43,0.12
1741020854.100478,-0.98,0.0,-0.18
1741020854.5191424,1.28,-0.43,0.24
1741020854.9180303,0.67,-0.37,0.18
1741020855.329393,0.49,-0.37,0.12
1741020855.7368107,0.49,-0.37,0.18
1741020856.1463687,2.32,1.59,0.06
1741020856.4821944,2.99,0.67,0.43
1741020856.8311324,1.1,-0.24,0.24
1741020857.1746745,0.18,-0.37,0.18
1741020857.5810335,0.43,0.98,0.24
1741020857.9912684,1.1,-0.31,0.24
1741020858.5010939,0.55,-0.55,0.12
1741020858.826451,-0.61,-0.18,0.0
1741020859.2005694,1.53,0.92,0.12
1741020859.6286223,-0.67,-0.79,0.0
1741020860.0379782,0.98,0.0,0.24
1741020860.4486597,0.49,-0.85,0.43
1741020860.8585236,-1.59,-1.34,-0.06
1741020861.266779,0.55,-0.67,0.24
1741020861.6759725,0.12,-0.49,0.12
1741020862.086436,0.37,-0.37,0.18
1741020862.4958687,0.61,-0.37,0.24
1741020862.89395,0.18,-0.43,0.12
1741020863.227299,0.67,-0.37,0.18
1741020863.5767255,0.24,-0.43,0.18
1741020863.9030182,0.55,-0.37,0.18
1741020864.237975,0.31,-0.43,0.12
1741020864.6482742,-0.24,-0.67,0.0
1741020864.978481,0.55,-0.37,0.18
1741020865.3216977,0.31,-0.37,0.12
1741020865.773757,0.49,-0.37,0.18
1741020867.1059425,-0.43,-0.85,0.06
1741020867.513075,0.49,-0.37,0.18
1741020867.9229243,0.49,-0.37,0.18
1741020868.3332498,0.37,-0.43,0.12
1741020868.7427526,0.43,-0.43,0.18
1741020869.1518402,0.31,-0.43,0.12
1741020869.4881747,0.55,-0.37,0.18
1741020869.8222198,0.37,-0.37,0.12
1741020870.1751115,0.55,-0.43,0.12
1741020870.587806,0.24,-0.49,0.12
1741020870.974903,0.55,-0.37,0.18
1741020871.4066799,0.31,-0.31,0.06
1741020871.8148677,0.43,-0.43,0.18
1741020872.2247124,0.37,-0.43,0.12
1741020872.562657,0.43,-0.37,0.12
1741020872.9234364,0.43,-0.37,0.12
1741020873.3497977,0.61,-0.24,0.18
1741020873.7597353,0.0,0.24,-0.12
1741020874.0956285,0.37,-0.37,0.12
1741020874.4780736,0.31,-0.49,0.12
1741020874.8887217,0.37,-0.43,0.18
1741020875.6034088,0.43,-0.37,0.18
1741020876.022637,0.43,-0.37,0.18
1741020876.4208279,1.22,0.0,0.31
1741020876.8325343,0.43,-0.43,0.18
1741020877.2411833,0.37,-0.37,0.12
1741020877.6500828,0.43,-0.43,0.18
1741020878.0604415,0.79,-0.24,0.24
1741020878.3944352,0.49,-0.37,0.18
1741020878.7768407,0.31,-0.37,0.12
1741020879.1131964,0.92,-0.37,0.12
1741020879.4946394,0.49,-0.37,0.18
1741020879.9041588,0.43,-0.43,0.12
1741020880.2908316,0.55,-0.37,0.31
1741020880.7233164,0.37,-0.55,0.12
1741020881.0503123,0.31,-0.43,0.12
1741020881.43939,0.92,0.31,0.18
1741020881.7866116,0.12,-0.49,0.06
1741020882.156552,0.24,-0.49,0.12
1741020882.5669308,0.06,-0.31,0.06
1741020882.9755113,0.24,-0.43,0.12
1741020883.3067894,0.61,-0.43,0.18
1741020883.6932695,0.92,-0.98,0.24
1741020884.1033719,0.12,-0.55,0.18
1741020884.4370584,0.79,-0.79,0.37
1741020884.7721772,0.67,-0.18,0.18
1741020885.1047013,0.55,-0.12,0.12
1741020885.4593909,-4.88,-0.98,-0.67
1741020885.7910476,-0.18,-0.67,0.12
1741020886.1286044,-1.89,-0.55,-0.37
1741020886.6248994,-7.2,-4.03,-1.28
1741020886.9606388,-1.1,-0.49,-0.49
1741020887.2930233,2.08,-0.12,0.49
1741020887.6443925,0.49,-0.24,0.18
1741020887.9771402,0.61,-0.18,0.18
1741020888.310016,-1.53,-3.3,0.43
1741020888.6409075,-0.43,-0.73,0.06
1741020888.9801672,0.24,-0.55,0.18
1741020889.3132648,-1.28,-0.55,0.55
1741020889.645505,0.0,-0.61,0.0
1741020889.987529,1.04,-0.37,0.31
1741020890.3174765,0.49,-0.61,0.24
1741020890.6481323,0.61,-0.31,0.06
1741020890.9844072,0.24,-0.37,0.06
1741020891.3151212,-0.37,-0.67,0.12
1741020891.6511781,0.31,-0.43,0.12
1741020891.9792302,0.49,-0.37,0.18
1741020892.3969996,0.49,-0.31,0.12
1741020892.8061528,0.37,-0.43,0.12
1741020893.1669269,0.49,-0.43,0.18
1741020893.5258167,-0.18,-0.61,0.0
1741020893.8566685,0.37,-0.37,0.12
1741020894.1873078,0.37,-0.49,0.18
1741020894.547587,0.37,-0.43,0.18
1741020894.956051,0.55,-0.31,0.18
1741020895.3664134,0.49,-0.37,0.18
1741020895.7768703,0.31,-0.37,0.12
1741020896.190826,0.92,-0.24,0.24
1741020896.5940044,3.17,0.31,0.73
1741020897.011053,0.73,-0.37,0.24
1741020897.3460293,0.43,-0.37,0.18
1741020897.7223911,0.43,-0.43,0.12
1741020898.0936928,0.37,-0.55,0.12
1741020898.4394975,0.49,-0.37,0.18
1741020898.8486936,0.55,-0.37,0.18
1741020899.2336848,0.24,-0.49,0.12
1741020899.6691947,0.37,-0.37,0.18
1741020900.0931518,-0.55,-0.67,0.0
1741020900.44071,0.55,-0.55,0.24
1741020900.7973378,0.49,-0.37,0.18
1741020901.2059193,0.55,-0.37,0.12
1741020901.6137633,0.43,-0.43,0.12
1741020902.0265133,3.23,-0.49,0.92
1741020902.4315538,2.01,-0.24,0.61
1741020902.7669542,-1.65,1.1,-0.43
1741020903.1514916,0.85,-0.49,0.24
1741020903.559897,0.43,2.08,-0.24
1741020903.967795,-9.46,-2.5,-1.95
1741020904.3792715,0.18,-0.37,0.06
1741020904.7885447,2.62,-15.56,0.55
1741020905.1974094,0.49,-0.37,0.18
1741020906.4266076,0.55,-0.37,0.24
1741020906.8346586,0.49,-0.31,0.12
1741020907.1717875,0.43,-0.24,0.12
1741020907.5083401,-4.09,-0.92,-0.79
1741020907.8595936,1.46,0.06,0.37
1741020908.2696192,0.43,-0.37,0.18
1741020908.6786623,0.49,-0.37,0.18
1741020909.0872512,0.31,-0.43,0.18
1741020909.4989822,-0.55,-0.67,-0.06
1741020909.9075246,0.43,-0.37,0.18
1741020910.3169873,0.43,-0.37,0.12
1741020910.7291217,0.24,-0.43,0.18
1741020911.1348035,0.37,-0.43,0.18
1741020911.532076,0.49,-0.37,0.12
1741020911.877319,0.37,-0.43,0.18
1741020912.2153897,2.44,0.49,0.55
1741020912.6387556,0.49,-0.43,0.18
1741020913.0859215,0.43,-0.49,0.18
1741020913.69547,0.43,-0.37,0.18
1741020914.1071818,0.37,-0.43,0.18
1741020914.5164266,0.43,-0.31,0.24
1741020914.8703494,0.49,-0.37,0.18
1741020915.232309,0.92,-0.37,0.24
1741020915.6427908,0.43,-0.37,0.12
1741020915.9739904,0.43,-0.37,0.18
1741020916.359206,0.37,-0.37,0.18
1741020916.7715583,-1.95,-2.14,-0.37
1741020917.1777904,-0.37,-0.85,0.06
1741020917.5172515,3.05,0.61,0.49
